datetime,user_id,count,event,score
2020-01-08 02:56:33,USER2381,1500,event3,19.1910063751
2020-01-08 10:34:46,USER6171,2500,event2,9.8948352149
2020-01-08 10:56:16,USER4167,3500,event1,34.3831498589
2020-01-08 15:32:06,USER5419,8500,event3,85.1948684876
2020-01-08 16:18:57,USER1795,1000,event3,38.1229379542
2020-01-08 17:19:40,USER6697,5500,event3,8.6439215887
2020-01-08 17:49:26,USER7722,6000,event1,38.3224491769
2020-01-08 18:45:37,USER6706,4500,event3,82.621069634
2020-01-08 22:22:08,USER3790,10000,event3,40.2973141521
2020-01-08 22:24:26,USER7397,3000,event3,69.6739330129
2020-01-08 23:53:20,USER9090,1500,event1,63.3312787169
2020-01-09 00:10:18,USER1752,8000,event3,6.0958161954
2020-01-09 01:30:58,USER4698,6500,event3,76.4341884345
2020-01-09 02:12:02,USER6677,0,event3,-5.0166155291
2020-01-09 04:15:48,USER8403,3500,event1,66.7817892679
2020-01-09 04:37:23,USER6085,5500,event3,12.5029052509
2020-01-09 05:33:17,USER8494,9000,event1,17.0074462845
2020-01-09 10:14:08,USER2460,6000,event3,60.7193771381
2020-01-09 11:16:59,USER1769,3000,event3,51.0133609262
2020-01-09 11:45:38,USER5109,9500,event3,5.1084295594
2020-01-09 13:26:16,USER6861,6000,event3,77.9140298821
2020-01-09 14:47:32,USER5650,4000,event3,20.5551370463
2020-01-09 15:10:35,USER1282,4000,event3,88.6601613827
2020-01-09 17:07:17,USER6066,2500,event3,-2.120363344
2020-01-09 19:06:11,USER0156,4500,event3,52.9826122548
2020-01-09 20:00:47,USER7335,2500,event3,1.1956783185
2020-01-09 21:08:20,USER7575,7000,event2,52.1181071469
2020-01-09 23:59:19,USER2802,0,event3,22.8765094777
2020-01-10 01:35:18,USER1975,7000,event2,22.4854447517
2020-01-10 02:24:10,USER4947,3500,event3,17.5842299562
2020-01-10 03:40:46,USER8292,3500,event3,10.9233547737
2020-01-10 08:18:08,USER7537,5500,event3,12.2513701695
2020-01-10 11:11:41,USER4903,4000,event3,54.9444496574
2020-01-10 12:49:27,USER9717,2000,event3,36.0936170217
2020-01-10 12:55:17,USER5408,8500,event3,-1.4832234395
2020-01-10 14:59:48,USER2228,500,event3,43.4506488767
2020-01-10 16:35:13,USER4931,500,event3,88.6374060007
2020-01-10 20:57:20,USER8355,6000,event3,-5.2785924498
2020-01-10 20:57:24,USER5277,3000,event3,84.9229209466
2020-01-10 21:10:32,USER2699,6500,event3,88.0316140397
2020-01-10 21:37:34,USER9591,5000,event3,89.8654257838
2020-01-10 22:14:05,USER6342,2000,event3,57.3102620815
2020-01-11 00:28:27,USER4071,2500,event2,24.4360718092
2020-01-11 01:15:08,USER4485,5000,event3,48.1826369102
2020-01-11 01:45:19,USER3832,500,event3,88.7910358328
2020-01-11 01:46:49,USER8461,1500,event2,17.9104675025
2020-01-11 03:28:16,USER6300,7000,event1,11.3041774303
2020-01-11 04:14:05,USER7260,8000,event3,-8.028993493
2020-01-11 04:50:00,USER0440,500,event3,61.1675817765
2020-01-11 07:16:20,USER9629,7000,event3,30.4094441916
2020-01-11 09:46:52,USER8786,2500,event3,84.667146798
2020-01-11 11:37:34,USER8942,7500,event3,16.9683948495
2020-01-11 12:00:27,USER9806,6500,event3,14.3253930371
2020-01-11 16:21:34,USER9827,8500,event1,-2.7440946303
2020-01-11 16:30:05,USER4172,2000,event1,54.3843698856
2020-01-11 17:45:44,USER6098,10000,event2,-9.9306778733
2020-01-11 17:46:52,USER8368,9000,event3,33.3488918315
2020-01-11 19:56:48,USER8453,3000,event2,21.1375210538
2020-01-11 20:49:56,USER5616,4500,event3,44.2387347478
2020-01-11 21:58:15,USER0571,5500,event3,50.8206155242
2020-01-11 22:17:02,USER4864,500,event3,42.1022975201
2020-01-11 23:49:38,USER4055,4000,event1,76.5508192555
2020-01-12 00:08:12,USER7412,7000,event3,-2.4133551755
2020-01-12 02:17:06,USER1589,7500,event3,23.1958618397
2020-01-12 02:26:39,USER3176,1000,event3,36.5412409404
2020-01-12 05:06:30,USER4517,7500,event2,4.4589735445
2020-01-12 08:16:29,USER0380,10000,event3,21.472405329
2020-01-12 08:40:26,USER7547,2500,event3,20.5812129102
2020-01-12 09:29:11,USER5765,2000,event3,10.825207034
2020-01-12 11:13:59,USER2212,6500,event3,10.880130137
2020-01-12 12:51:59,USER2465,1000,event3,-6.3029402262
2020-01-12 12:57:32,USER4073,500,event3,66.8337799022
2020-01-12 13:17:38,USER7072,6500,event3,49.1011320699
2020-01-12 14:32:04,USER1647,5500,event3,28.1007691549
2020-01-12 16:35:23,USER3321,0,event3,9.5057772572
2020-01-12 17:52:50,USER8818,5000,event2,36.1618233132
2020-01-12 17:56:10,USER4162,9000,event3,36.9292932005
2020-01-12 18:23:47,USER7432,0,event3,33.7906818427
2020-01-12 18:44:24,USER3117,9500,event3,62.1343917086
2020-01-12 19:58:24,USER4223,8500,event1,15.0061176132
2020-01-12 20:25:27,USER7501,1000,event3,80.9404044743
2020-01-12 20:53:38,USER0554,6000,event1,-0.96105185
2020-01-12 21:37:10,USER9775,9000,event1,-7.510781458
2020-01-12 23:20:32,USER5013,6000,event3,87.1262003197
2020-01-13 02:23:45,USER0951,1000,event3,60.1315422698
2020-01-13 03:54:52,USER7029,500,event3,44.4861507125
2020-01-13 05:04:17,USER9693,500,event3,77.0593083225
2020-01-13 05:31:58,USER9772,5000,event3,6.5340639219
2020-01-13 06:02:22,USER9085,2000,event2,0.5051452176
2020-01-13 06:31:50,USER7994,9500,event2,3.1594839921
2020-01-13 06:37:00,USER2994,5500,event3,72.6644626096
2020-01-13 07:32:48,USER1812,7000,event3,63.3661926885
2020-01-13 11:14:33,USER7688,1500,event3,55.9621795764
2020-01-13 11:38:19,USER4132,9000,event3,-7.8641367168
2020-01-13 14:27:57,USER9426,6000,event2,25.1558270022
2020-01-13 15:24:40,USER2056,500,event1,20.3971092935
2020-01-13 17:21:32,USER6517,5500,event2,42.5287765388
2020-01-13 18:07:51,USER0280,7000,event2,65.8952357618
2020-01-14 02:49:16,USER5921,1500,event1,46.2304073847
2020-01-14 05:05:56,USER1299,500,event3,-4.0808185894
2020-01-14 05:44:25,USER6892,6500,event3,69.8025270905
2020-01-14 06:11:35,USER7338,9500,event2,52.1619362956
2020-01-14 08:14:34,USER7486,2000,event3,37.6580496213
2020-01-14 08:24:15,USER7482,8000,event3,33.1752114066
2020-01-14 09:38:36,USER5155,5500,event3,-6.5252974845
2020-01-14 09:53:39,USER5328,9500,event3,2.6672199632
2020-01-14 10:16:26,USER6129,5500,event3,38.0902803784
2020-01-14 11:29:02,USER7423,3000,event1,66.2516750975
2020-01-14 16:05:11,USER5340,9500,event3,55.4454701925
2020-01-14 16:42:57,USER9582,2000,event3,35.4475948192
2020-01-14 18:20:15,USER1338,4500,event1,19.2872132302
2020-01-14 19:19:46,USER9617,3500,event3,9.608484141
2020-01-14 22:37:14,USER0837,3000,event3,-4.450706153
2020-01-14 23:09:51,USER6981,4000,event3,82.0187652722
2020-01-14 23:17:58,USER3597,1500,event3,63.4111255606
2020-01-15 02:06:34,USER7865,4000,event2,21.9757485587
2020-01-15 03:46:11,USER9781,8000,event2,2.2515702308
2020-01-15 06:01:38,USER8773,500,event3,47.3855686975
2020-01-15 11:06:14,USER5172,10000,event3,59.8522228067
2020-01-15 16:10:06,USER4418,4000,event3,25.7997415973
2020-01-15 17:31:26,USER7080,1500,event3,82.1378242017
2020-01-15 19:27:19,USER1068,1500,event2,45.8493970167
2020-01-15 21:09:11,USER6371,8000,event3,20.2674043226
2020-01-15 23:03:13,USER1360,9500,event3,72.9179992685
2020-01-15 23:07:46,USER9304,3000,event3,-5.7876615081
2020-01-16 00:02:56,USER1520,4500,event2,8.9199634989
2020-01-16 01:27:11,USER6409,7500,event3,72.2117863111
2020-01-16 07:19:06,USER0480,9000,event3,64.8527640165
2020-01-16 10:22:00,USER4717,3000,event3,55.3646220324
2020-01-16 11:51:34,USER3975,7500,event2,87.8354664622
2020-01-16 12:31:18,USER5971,6000,event2,47.2756413776
2020-01-16 12:36:59,USER1865,1000,event3,52.4811765217
2020-01-16 12:45:42,USER4602,3500,event3,72.4301121799
2020-01-16 14:15:58,USER9822,2500,event2,60.2350021884
2020-01-16 15:44:41,USER0417,500,event1,77.1494930743
2020-01-16 16:15:09,USER7401,1000,event3,16.5921973876
2020-01-16 18:42:18,USER9227,5000,event2,36.4069693595
2020-01-16 19:05:42,USER7278,4000,event3,24.7834240532
2020-01-16 22:37:16,USER8661,3000,event2,87.6626467109
2020-01-16 22:54:37,USER7057,2500,event2,2.9453133291
2020-01-17 02:22:56,USER0926,9500,event3,50.1750419009
2020-01-17 02:31:53,USER8059,5500,event3,79.069803224
2020-01-17 04:04:54,USER3413,6000,event3,78.444141033
2020-01-17 04:31:55,USER8109,6000,event3,59.6618345487
2020-01-17 05:49:35,USER7548,500,event3,18.7448078686
2020-01-17 06:27:29,USER8060,5000,event3,41.1420396856
2020-01-17 08:45:40,USER0154,7500,event3,53.1612557001
2020-01-17 10:36:41,USER3633,9500,event3,39.8186113879
2020-01-17 10:55:48,USER4581,3000,event2,19.2444121078
2020-01-17 11:33:25,USER4894,9000,event3,38.1810144917
2020-01-17 15:53:48,USER0759,5500,event3,71.0453228432
2020-01-17 17:43:50,USER3786,1500,event3,-4.3851591987
2020-01-17 20:24:58,USER2787,3500,event3,76.8643796134
2020-01-17 22:06:19,USER7942,3000,event1,6.6114303536
2020-01-18 00:39:01,USER4666,5000,event1,4.0882559154
2020-01-18 03:26:39,USER0645,3500,event2,62.9136615561
2020-01-18 06:14:50,USER9063,8500,event2,59.46136231
2020-01-18 06:46:15,USER3650,500,event3,33.6789590392
2020-01-18 08:07:02,USER4721,5500,event3,41.9663065545
2020-01-18 08:11:28,USER0076,5500,event1,-5.0481551829
2020-01-18 08:15:54,USER9814,2000,event3,68.86193966
2020-01-18 10:14:03,USER9048,500,event3,82.2204288772
2020-01-18 10:16:22,USER9802,0,event3,88.4163046742
2020-01-18 11:06:42,USER9253,6500,event2,74.3864152136
2020-01-18 14:12:27,USER8270,9000,event3,57.4159923079
2020-01-18 16:59:17,USER2393,3000,event3,24.0953118023
2020-01-18 20:15:44,USER8353,2000,event3,-4.8559553095
2020-01-18 20:34:35,USER7652,2000,event2,6.4361449213
2020-01-18 21:42:13,USER1746,4500,event3,70.1190370581
2020-01-18 22:04:48,USER2903,3500,event3,67.4686240724
2020-01-18 22:39:55,USER5286,9000,event3,-0.7254079952
2020-01-18 22:57:40,USER1382,0,event2,41.5840183643
2020-01-18 23:42:26,USER0737,5500,event3,13.8772233011
2020-01-18 23:52:16,USER7853,2500,event3,61.1824391606
2020-01-19 01:05:59,USER6646,3000,event3,44.2190576738
2020-01-19 08:32:26,USER0972,5500,event2,71.6474617877
2020-01-19 08:36:37,USER3838,9500,event3,65.6387603586
2020-01-19 08:38:32,USER3667,7500,event3,22.7644716024
2020-01-19 09:41:20,USER7725,0,event3,40.258711695
2020-01-19 10:03:27,USER4489,7500,event3,83.4225007341
2020-01-19 11:08:42,USER5437,3500,event1,-0.4851427859
2020-01-19 11:39:14,USER3639,1500,event2,72.6437553814
2020-01-19 12:10:36,USER3042,8500,event1,48.5290891216
2020-01-19 14:07:22,USER8740,1500,event2,83.5695453428
2020-01-19 16:58:01,USER6124,9000,event3,-2.3955180762
2020-01-19 20:08:26,USER3360,2500,event3,89.950899093
2020-01-20 00:04:46,USER8232,0,event3,87.3097596838
2020-01-20 00:10:39,USER2414,3500,event3,75.5637946832
2020-01-20 00:19:22,USER0333,3500,event3,8.4178303131
2020-01-20 01:51:39,USER0290,2500,event2,72.3157738229
2020-01-20 01:56:21,USER6173,7500,event3,84.9616802168
2020-01-20 03:11:21,USER8913,5000,event3,51.2433060332
2020-01-20 05:35:20,USER9612,3000,event3,83.7394968908
2020-01-20 08:24:18,USER3802,8000,event3,84.4557648349
2020-01-20 09:24:21,USER3416,5500,event1,29.8403439416
2020-01-20 10:19:50,USER5476,3000,event1,-1.9402483883
2020-01-20 11:37:52,USER1679,6000,event3,18.9613727923
2020-01-20 11:59:53,USER2142,4500,event3,40.0696737686
2020-01-20 12:11:57,USER7329,1000,event3,24.6512567557
2020-01-20 16:04:05,USER1254,1500,event1,9.1158948402
2020-01-20 17:05:26,USER7983,0,event3,-4.6073418217
2020-01-20 18:11:34,USER6822,5000,event1,41.2178781649
2020-01-20 20:00:23,USER2632,6000,event3,49.3527455327
2020-01-20 20:18:39,USER5298,2500,event3,71.9221497023
2020-01-20 20:30:00,USER1880,6500,event1,48.4849751421
2020-01-20 22:58:19,USER7112,500,event3,-3.3818048002
2020-01-21 02:25:36,USER0939,0,event3,40.5414031028
2020-01-21 03:07:12,USER4841,7500,event2,36.0752528328
2020-01-21 03:38:44,USER2047,2500,event3,59.0557235791
2020-01-21 03:48:22,USER8982,2000,event3,53.9530624783
2020-01-21 04:00:28,USER1100,5000,event3,64.9312508441
2020-01-21 06:32:06,USER0890,9000,event3,33.3160968758
2020-01-21 07:19:01,USER2657,500,event3,4.995938185
2020-01-21 07:19:58,USER1004,500,event3,9.5564950347
2020-01-21 10:58:27,USER6214,4000,event3,57.546338355
2020-01-21 11:10:07,USER5024,3000,event1,12.0562656439
2020-01-21 11:42:37,USER6932,2500,event2,-8.9065549439
2020-01-21 12:25:04,USER3465,7000,event3,5.3006396252
2020-01-21 14:25:30,USER6705,3500,event3,11.2620927477
2020-01-21 15:07:37,USER9217,7000,event1,72.867264858
2020-01-21 15:30:16,USER2712,500,event3,29.0438265796
2020-01-21 19:08:15,USER9154,2500,event3,6.9518302307
2020-01-21 20:08:03,USER3564,8000,event3,50.725279075
2020-01-21 23:45:46,USER8243,7000,event3,-7.8170154546
2020-01-22 01:45:25,USER4381,9500,event3,87.8950282874
2020-01-22 02:02:12,USER4766,10000,event3,7.8137907852
2020-01-22 03:55:00,USER7112,5000,event3,5.9439083211
2020-01-22 04:31:34,USER6774,2000,event1,15.4759659848
2020-01-22 05:04:30,USER9734,6500,event1,37.7475558299
2020-01-22 06:25:32,USER3772,1500,event3,18.4169645219
2020-01-22 06:35:05,USER8760,6000,event3,27.0926041556
2020-01-22 07:39:24,USER5608,2000,event3,-1.7957255353
2020-01-22 08:19:27,USER6373,6000,event2,71.2094681401
2020-01-22 10:21:57,USER6289,10000,event3,87.5814564564
2020-01-22 10:47:28,USER2817,9000,event3,68.2024952675
2020-01-22 10:51:27,USER9251,4500,event1,4.0122316645
2020-01-22 11:03:48,USER0689,6000,event2,35.3300775247
2020-01-22 15:04:10,USER5146,6000,event3,61.6757111743
2020-01-22 15:05:15,USER4856,5000,event3,0.2341384619
2020-01-22 16:06:44,USER6681,6500,event3,68.5100232885
2020-01-22 16:39:27,USER7270,1000,event3,-6.2753117934
2020-01-22 16:56:23,USER9487,3500,event3,60.7406814982
2020-01-22 20:33:39,USER2296,8000,event3,80.5001611978
2020-01-22 22:49:56,USER8566,3500,event3,-3.8601285651
2020-01-22 23:55:20,USER0138,4500,event1,26.1471809241
2020-01-23 00:46:20,USER4694,8000,event3,70.9822052846
2020-01-23 06:08:33,USER9431,5500,event3,-0.6489443149
2020-01-23 06:58:46,USER8345,0,event2,40.748232743
2020-01-23 08:08:17,USER7879,7500,event3,4.3260399506
2020-01-23 08:08:20,USER0335,1000,event3,0.9665069798
2020-01-23 09:32:57,USER4627,7500,event3,28.5743674882
2020-01-23 13:10:44,USER0058,3500,event3,31.3843680952
2020-01-23 15:23:48,USER3637,7500,event3,11.3000379652
2020-01-23 16:26:22,USER8379,1000,event3,25.8512698468
2020-01-23 17:10:39,USER8143,8500,event3,-1.4995852729
2020-01-23 18:24:07,USER1294,7500,event3,28.7885010715
2020-01-23 19:20:32,USER2579,1000,event3,62.0784398064
2020-01-23 19:56:16,USER5516,9500,event3,11.3914446584
2020-01-23 20:46:07,USER9094,2000,event3,34.6400922966
2020-01-23 22:28:11,USER5430,4000,event2,69.8091703322
2020-01-23 23:37:08,USER1667,10000,event3,-4.7203761667
2020-01-24 01:56:40,USER3169,7500,event3,69.6352490401
2020-01-24 06:11:41,USER7098,7500,event3,74.9669639038
2020-01-24 07:15:56,USER2384,0,event3,37.263688126
2020-01-24 08:48:34,USER8869,1000,event3,34.033172174
2020-01-24 10:07:16,USER6617,7000,event1,46.020166669
2020-01-24 11:07:18,USER3298,7000,event3,72.9345271757
2020-01-24 12:18:25,USER1300,1500,event3,74.5434134457
2020-01-24 12:35:34,USER8297,3000,event2,36.7024148447
2020-01-24 13:36:01,USER2494,1500,event1,82.1294198726
2020-01-24 14:07:54,USER5634,7000,event3,-1.8622913144
2020-01-24 14:26:50,USER2518,7000,event3,19.3364868186
2020-01-24 15:13:45,USER9874,8500,event3,71.2145214267
2020-01-24 16:39:28,USER3839,1000,event1,75.2041322704
2020-01-24 18:40:50,USER9607,500,event3,15.4668944321
2020-01-24 22:18:36,USER1598,2000,event3,27.355790207
2020-01-25 02:01:18,USER1238,7000,event3,59.1053976332
2020-01-25 03:41:01,USER1374,9500,event3,36.9521091948
2020-01-25 04:28:59,USER0900,9000,event3,-6.9801122194
2020-01-25 04:52:54,USER5605,3000,event3,11.9525015783
2020-01-25 05:57:01,USER4552,500,event3,26.1948353483
2020-01-25 07:01:36,USER9250,8000,event3,65.9641791583
2020-01-25 07:20:23,USER7899,1000,event3,0.1568120758
2020-01-25 07:23:55,USER0834,6000,event1,15.4494136404
2020-01-25 09:37:27,USER4545,10000,event2,73.2180999391
2020-01-25 13:02:39,USER1509,5000,event1,2.3657894703
2020-01-25 14:11:57,USER8824,9000,event1,29.6923202127
2020-01-25 15:40:56,USER1221,500,event3,46.3791876642
2020-01-25 20:40:39,USER2813,500,event3,-7.4145453281
2020-01-25 22:05:06,USER5624,1500,event1,63.1559559903
2020-01-25 23:36:36,USER4771,8500,event3,23.2353138404
2020-01-26 00:14:12,USER4065,2000,event3,61.5456615617
2020-01-26 03:53:44,USER7392,6000,event3,43.938782912
2020-01-26 05:02:28,USER7453,7000,event3,44.6031243451
2020-01-26 05:21:58,USER9063,1000,event3,-1.9305272304
2020-01-26 05:42:08,USER6056,9500,event1,62.1652720558
2020-01-26 10:07:09,USER1986,5000,event2,70.0826004862
2020-01-26 10:52:02,USER8617,5000,event3,82.2628005984
2020-01-26 12:12:49,USER5613,2500,event2,69.2906783083
2020-01-26 12:44:56,USER2173,8500,event3,22.9893480759
2020-01-26 13:00:30,USER6409,1500,event3,-4.7184340457
2020-01-26 13:52:48,USER6828,7500,event3,31.6419171736
2020-01-26 13:59:49,USER2687,6000,event1,22.3683266533
2020-01-26 17:28:27,USER8970,3500,event3,0.6298167303
2020-01-26 18:02:33,USER9209,9000,event2,89.0183086812
2020-01-26 18:41:26,USER4983,4000,event2,38.3633729561
2020-01-26 20:25:38,USER2460,500,event3,14.24490085
2020-01-26 20:50:50,USER3157,500,event3,85.5936386836
2020-01-26 22:07:15,USER2319,8000,event3,17.804746722
2020-01-26 22:36:55,USER9931,7000,event1,85.703441267
2020-01-27 00:48:01,USER9724,1500,event1,-6.8741732577
2020-01-27 03:58:26,USER5021,6500,event3,86.577580921
2020-01-27 04:21:10,USER3859,8500,event3,45.3491301539
2020-01-27 10:01:51,USER9436,6000,event3,66.119327191
2020-01-27 10:12:54,USER5381,6000,event2,64.7204363745
2020-01-27 10:14:39,USER7313,5000,event3,85.3447284308
2020-01-27 11:15:42,USER0072,4500,event3,9.1028873606
2020-01-27 12:02:01,USER2661,4000,event2,52.0728346775
2020-01-27 14:49:15,USER5883,5000,event3,60.2995917437
2020-01-27 15:41:29,USER4419,6500,event3,-8.7883966831
2020-01-27 16:03:15,USER3283,2500,event3,-1.795703891
2020-01-27 16:18:10,USER0279,9000,event3,48.8336162673
2020-01-27 17:20:14,USER1174,1500,event3,62.6805254887
2020-01-27 22:31:04,USER6379,1000,event3,50.3644853653
2020-01-27 23:04:52,USER5750,7500,event3,15.7799339308
2020-01-27 23:06:50,USER9246,9000,event3,29.8075050186
2020-01-28 00:29:03,USER8166,9000,event1,20.7582194744
2020-01-28 00:45:37,USER3990,8000,event3,56.0215200772
2020-01-28 02:22:22,USER7620,3500,event3,35.8469302588
2020-01-28 06:08:59,USER0092,2000,event3,12.5977445041
2020-01-28 06:56:33,USER9237,5000,event3,-1.310480094
2020-01-28 07:15:05,USER0788,9000,event3,31.3579119366
2020-01-28 09:34:26,USER2912,9000,event2,-0.9744815161
2020-01-28 10:03:34,USER7092,5500,event3,66.9977782538
2020-01-28 11:31:16,USER7478,2500,event3,34.6278634909
2020-01-28 11:48:20,USER1507,8500,event3,79.3146829795
2020-01-28 15:03:39,USER0937,1000,event2,65.7958402064
2020-01-28 16:28:11,USER5441,8500,event3,23.6336526824
2020-01-28 17:40:19,USER7159,500,event3,37.265247983
2020-01-28 21:15:49,USER3061,4000,event3,34.7369801644
2020-01-28 21:50:08,USER8997,8000,event1,68.827815617
2020-01-28 22:13:42,USER0967,9000,event1,39.7503725765
